"Aberswyth",,"AB067","-4,1000","52,4000",,"N",,,,,,"GB","UK","GBR","826"
"Lancaster",,"LC058","-2,0000","53,0000",,"N",,,,,,"GB","UK","GBR","826"
"Lannion",,"LN047","-3,3000","48,5000",,"N",,"FRANCE",,,,"FR","FR","FRA","250"
"Lanzhou",,"27336","103,8000","36,1000",,"N",,"CHINA",,,,"CN","CH","CHN","156"
"Laverton",,"LT42P","123,5000","-27,0000",,"N",,,,,,"AU","AS","AUS","036"
"Learmonth",48,"LM42B","114,0000","-21,9000",,"N",,"AUSTRALIA",,,,"AU","AS","AUS","036"
"Leningrad",,"LD160","30,7000","60,0000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Lerwick",,"LE061","-1,2000","60,1000",,"N",,"UK",,,,"GB","UK","GBR","826"
"Leyte",,"28411","125,0000","11,0000",,"N",," ",,"TOLASA",,"PH","RP","PHL","608"
"Lindau",,"LI050","10,1000","51,6000",,"N",,"GERMANY",,,,"DE","GM","DEU","276"
"Lisbonne",,"LE038","-9,3000","38,4000",,"N",,"PORTUGAL",,,,"PT","PO","PRT","620"
"Little America",,"LA77Q","-162,2000","-78,2000",,"N",,"USA",,,,"AQ","AY","ATA","010"
"Longuach",,"LG52L","143,8000","-23,4000",,"N",,,,,,"AU","AS","AUS","036"
"Longyearbyen",,"LG178","15,9000","78,2000",,"N",,"NORWAY",,,,"SJ","SV","SJM","744"
"Loparskaya",51,"MM168","33,0000","68,0000",,"N",,"USSR",,"MURMANSK",,"RU","RS","RUS","643"
"Loshan",,"29329","103,7000","29,5000",,"N",,,,,,"CN","CH","CHN","156"
"Louisvale",,"LV12P","21,2000","-28,5000",,"Y",,"S. AFRICA",,,,"ZA","SF","ZAF","710"
"Lulea",,"LU165","22,1000","65,6000",,"N",,"SWEDEN",,,,"SE","SW","SWE","752"
"Lunping",,"LV425","121,2000","24,9000",,"N",,"TAIWAN",,,,"TW","TW","TWN","158"
"Lwiro",,"LW10K","28,8000","-2,3000",,"N",,"CONGO",,,,"CD","CG","COD","180"
"Lycksele",,"LY164","18,8000","64,6000",,"N",,"SWEDEN",,,,"SE","SW","SWE","752"
"Lynd River",,"LR51Q","144,9000","-18,0000",,"N",,,,,,"AU","AS","AUS","036"
"Macau",,"MC422","113,6000","22,2000",,"N",,,,"MACAO",,"CN","CH","CHN","156"
"Macquarie Is",52,"MQ55M","159,0000","-54,5000",,"Y",,"AUSTRALIA",,,,,,,
"Madimbo",53,"MU12K","30,8963","-22,4720",,"Y",,"S. AFRICA",,,,"BW","BC","BWA","072"
"Madras",,"MD313","80,3000","13,1000",,"N",,"INDIA",,,,"IN","IN","IND","356"
"Magadan",49,"MG560","151,0000","60,0000",,"N",,"USSR",,"STEKOLINIY",,"RU","RS","RUS","643"
"Makassar",,"3040N","119,5000","-5,2000",,"N",,,,,,"ID","ID","IDN","360"
"Manila",,"MN414","121,1000","14,6000",,"N",,"PHILIPPINE IS",,"NOCHOLS FIELD"," QUEZON CITY","PH","RP","PHL","608"
"Manzhouli",,"ML449","117,5000","49,6000",,"N",,"CHINA",,,,"CN","CH","CHN","156"
"Marion Is",,"MR14O","37,9000","-46,9000",,"N",,"S. AFRICA",,,,,,,
"Marsh",,"MSJ6K","-58,9000","-62,2000",,"N",,,,,,"AQ","AY","ATA","010"
"Maui",,"MA720","-156,5000","20,8000",,"N",,"USA",,,,"US","US","USA","840"
"Mawson",55,"MW26P","62,9000","-67,6000",,"Y",,"AUSTRALIA",,,,"AQ","AY","ATA","010"
"Maynard",,"MYJ43","-71,4000","42,4000",,"N",,"USA",,"BOSTON",,"US","US","USA","840"
"Meanook",,"ME855","-113,3000","54,6000",,"N",,"CANADA",,,,"CA","CA","CAN","124"
"Meguro",,"31534","139,7000","35,6000",,"N",,,,,,"JP","JA","JPN","392"
"Merida",,"MVJ08","-71,1000","8,3000",,"N",,,,,,"VE","VE","VEN","862"
"Mexico City",,"MX919","-99,7000","19,4000",,"N",,,,"EL CERRILLO",,"MX","MX","MEX","484"
"Michurin",,"MB140","27,9000","42,2000",,"N",,,,,,"BU","BG","BGR","100"
"Midway Is",,"MD628","-177,3667","28,2167",,"N",,,,,,,,,
"Miedzeszyn",,"MZ152","21,2000","52,2000",,"N",,"POLAND",,"WARSAW",,"PL","PL","POL","616"
"Millstone Hill",50,"MHJ45","-71,4953","42,6107",,"Y",,"USA",,,,"US","US","USA","840"
"Mirney",,"MI36O","93,0000","-66,5000",,"N",,"USSR",,,,"AQ","AY","ATA","010"
"Moscow",,"MO155","37,3000","55,5000",,"N",,"USSR",,"KRASNAYA PAKHRA",,"RU","RS","RUS","643"
"Mundaring",54,"MU43K","116,2000","-32,0000",,"N",,"AUSTRALIA",,,,"AU","AS","AUS","036"
"Murmansk",,"MM168","33,0000","69,0000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Nairobi",,"NR10J","36,9000","-1,3000",,"N",,"KENYA",,,,"KE","KE","KEN","404"
"Nanking",,"32432","119,0000","32,1000",,"N",,"CHINA",,,,"CN","CH","CHN","156"
"Narssarssuaq",58,"NQJ61","-45,4416","61,1621",,"Y",,"DENMARK",,,,"GL","GL","GRL","304"
"Natal",,"NLA0N","-35,2000","-5,7000",,"N",,"BRAZIL",,,,"BR","BR","BRA","076"
"Nha Trang",,"33412","109,2000","12,2000",,"N",,,,,,"VN","VM","VNM","704"
"Nicosia",,"NC136","33,2000","35,1000",,"N",,"CYPRUS",,,,"CY","CY","CYP","196"
"Niue Island",56,"ND61R","169,9000","19,1000",,"Y",,"AUSTRALIA",,,,"UM","WQ","UMI","581"
"Nord",,"NDA81","-17,5000","81,4000",,"N",,,,,,"GL","GL","GRL","304"
"Norfolk Is",57,"NI63_","168,0000","-29,0000",,"Y",,"AUSTRALIA",,,,"NF","NF","NFK","574"
"Norilsk",,"NO369","88,1000","69,4000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Novokazalinsk",,"NK246","62,1000","45,5000",,"N",,"USSR",,,,"KZ","KZ","KAZ","398"
"Novosibirsk",,"NS355","83,2000","54,6000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Nurmijarvi",,"NU159","24,6000","60,5000",,"N",,"FINLAND",,,,"FI","FI","FIN","246"
"Okinawa",,"OK426","127,8000","26,3000",,"N",,"JAPAN",,,,"JP","JA","JPN","392"
"Osan",,"SN437","127,1000","37,2000",,"N",,"KOREA",,,,"KR","KS","KOR","410"
"Oslo",,"OL066","11,0000","60,0000",,"N",,"SWEDEN",,,,"NO","NO","NOR","578"
"Ottawa",,"OT945","-75,9000","45,4000",,"N",,"CANADA",,,,"CA","CA","CAN","124"
"Ouagadougou",,"OU012","-1,5000","12,4000",,"N",,"FRANCE",,,,"BF","UV","BFA","854"
"Ovejuvo",,"OVJ16","-69,0000","-16,0000",,"N",,,,,,"BO","BL","BOL","068"
"Palau Island",,"34407","134,5000","7,3000",,"N",,,,,,"PW","PS","PLW","585"
"Palehua",,"PH721","-156,3000","20,7000",,"N",,,,,,"US","US","USA","840"
"Palmyra Island",,"35705","-162,1000","5,9000",,"N",,," ",,,"UM","LQ","UMI","581"
"Panama",,"PN909","-79,9000","9,4000",,"N",,,"Panama",,,"PA","PM","PAN","591"
"Panska Ves",,"PU035","14,6000","50,5000",,"N",,,,,,"CZ","EZ","CZE","203"
"Paramaribo",,"PMJ06","-55,2000","5,8000",,"N",,"SURINAM",,,,"SR","NS","SUR","740"
"Paramushiro",,"36550","155,3000","50,1000",,"N",,,,,,"RU","RS","RUS","643"
"Paris-saclay",,"SC047","2,3000","48,1000",,"N",,"FRANCE",,,,"FR","FR","FRA","250"
"Patras",,"PB139","23,8000","38,2000",,"N",,,,,,"GR","GR","GRC","300"
"Patrick Afb",,"PF928","-80,6000","28,2000",,"N",,"USA",,,,"US","US","USA","840"
"Peiping",,"37440","116,4000","39,9000",,"N",,"CHINA",,,,"CN","CH","CHN","156"
"Penang",,"38305","100,4000","5,5000",,"N",,,,,,"MY","MY","MYS","458"
"Peshawar",,"39234","71,5000","34,0000",,"N",,,,,,"PK","PK","PAK","586"
"Petropavlovsk",,"PK553","158,7000","53,0000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Pietersburg",,"PB12M","29,5000","-24,0000",,"N",,,,,,"ZA","SF","ZAF","710"
"Pitcairn Island",,"4082N","-130,0000","-25,0000",,"N",,,,,,"PN","PC","PCN","612"
"Platteville",,"PV842","-105,3000","40,0000",,"N",,"USA",,,,"US","US","USA","840"
"Podkamennaya",,"TZ362","90,0000","61,6000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Point Arguello",59,"PA836","-120,5296","34,7704",,"Y",,"USA",,"VANDENBURG",,"US","US","USA","840"
"Poitiers",,"PT046","0,3000","46,6000",,"N",,"FRANCE",,,,"FR","FR","FRA","250"
"Pontianak",,"PK40_","109,0000","-0,3000",,"N",,,,,,"ID","ID","IDN","360"
"Popayan",,"PP902","-76,6000","2,4000",,"N",,,,,,"CO","CO","COL","170"
"Port Lockroy",,"PCJ6M","-63,5000","-64,8000",,"N",,"ANTARCTICA",,,,"AQ","AY","ATA","010"
"Port Moresby",63,"PY50R","147,1000","-9,4000",,"N",,"AUSTRALIA",,,,"PG","PP","PNG","598"
"Port Stanley",62,"PSJ5J","-57,8000","-51,7000",,"N",,"UK",,,,"FK","FK","FLK","238"
"Portage La Prarie",,"41950","-98,3000","49,9000",,"N",," ",,,,"CA","CA","CAN","124"
"Preobrazheniya",,"PZ374","113,0000","74,7000",,"N",,"USSR",,,,"CA","CA","CAN","124"
"Prince Rupert",,"42854","-130,3000","54,3000",,"N",,,,,,"CA","CA","CAN","124"
"Provideniya Bay",,"PD664","-173,4000","64,4000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Pruhonice",60,"PQ052","14,6000","50,0000",,"Y",,"CZECHOSLOVAKIA",,"PROGUE",,"CZ","EZ","CZE","203"
"Puerto Madryn",,"PMJ4K","-65,3000","-42,7000",,"N",,,,,,"AR","AR","ARG","032"
"Puerto Rico",61,"PRJ18","-67,2000","18,5000",,"N",,"USA",,"RAMEY",,"PR","RQ","PRI","630"
"Quetta",,"QT230","67,0000","30,2000",,"N",,,,,,"PK","PK","PAK","586"
"Rabat",,"RT034","-6,1000","33,9000",,"N",,"MOROCCO",,,,"MA","MO","MAR","504"
"Rangoon",,"43316","96,5000","16,8000",,"N",,,,,,"MM","BM","MMR","104"
"Rarotonga",,"RA72J","-159,8000","-21,2000",,"N",,"NEW ZEALAND",,,,"CK","CW","COK","184"
"Resolute Bay",,"RB974","-94,9000","74,7000",,"N",,"CANADA",,,,"CA","CA","CAN","124"
"Reykjavik",,"RKA64","-21,8000","64,1000",,"N",,"ICELAND",,,,"IS","IC","ISL","352"
"Rome",65,"RO041","12,5000","41,8000",,"Y",,"ITALY",,"SAN ALESSIO",,"IT","IT","ITA","380"
"Rostov",,"RV149","39,7000","47,2000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Sachs Habour",,"SH872","-125,2000","72,0000",,"N",,,,,,"CA","CA","CAN","124"
"Sagamore Hill",,"SKJ41","-70,8000","42,6000",,"N",,,,,,"US","US","USA","840"
"Salekhard",66,"SD266","66,5000","66,5000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Salisbury",,"SR53M","138,6000","-34,7000",,"N",,"AUSTRALIA",,,,"AU","AS","AUS","036"
"Salisbury/rhod",,"SY11P","31,0000","-17,8000",,"N",,,,,,"ZW","ZI","ZWE","716"
"San Diego",,"SX834","-117,2000","32,6000",,"N",,"USA",,,,"US","US","USA","840"
"San Jose",,"BZJ2L","-45,2000","-22,7000",,"N",,,,,,"BR","BR","BRA","076"
"San Juan",,"SNJ3J","-65,5000","-31,5000",,"N",,,,,,"AR","AR","ARG","032"
"San Salvador",,"SSJ24","-74,5000","24,1000",,"N",,,,,,"BS","BF","BHS","044"
"San Vito",75,"VT139","17,9000","40,7000",,"N",,"USA",,,,"IT","IT","ITA","380"
"Sanae",,"QM07_","-2,4000","-70,3000",,"N",,,,,,"AQ","AY","ATA","010"
"Sao Luis",,"SAA0K","-44,2000","-2,5000",,"N",,"BRAZIL",,,,"BR","BR","BRA","076"
"Sao Paulo",,"SPJ2L","-46,5000","-23,5000",,"N",,"BRAZIL",,,,"BR","BR","BRA","076"
"Saskatoon",,"KT852","-106,6000","52,1000",,"N",,"CANADA",,,,"CA","CA","CAN","124"
"Scherger Raafb",,"SC51L","142,1000","-12,7000",,"N",,,,,,"AU","AS","AUS","036"
"Schwarzenburg",,"SZ045","6,7000","46,4000",,"N",,"SWITZERLAND",,,,"FR","FR","FRA","250"
"Scott Base",68,"SQ67Q","166,8000","-77,9000",,"N",,"NEW ZEALAND",,"AMUNDSEN SCOTT",,"AQ","AY","ATA","010"
"Seattle",,"SE847","-122,4000","47,8000",,"N",,"USA",,,,"US","US","USA","840"
"Seoul",,"SU437","126,6000","37,2000",,"N",,"KOREA",,,,"KR","KS","KOR","410"
"Shemya",,"SH123","-62,6000","82,6000",,"N",,,,,,"CA","CA","CAN","124"
"Shibata",,"44537","139,3000","37,9000",,"N",,,,,,"JP","JA","JPN","392"
"Shikuka",,"45549","143,0000","49,3000",,"N",,,,,,"RU","RS","RUS","643"
"Simferopol",,"SF144","34,1000","44,8000",,"N",,"USSR",,,,"UA","UP","UKR","804"
"Singapore",,"SI301","103,8000","1,3000",,"N",,"SINGAPORE",,,,"SG","SN","SGP","702"
"Slough",,"SL051","-0,6000","51,5000",,"N",,"UK",,,,"GB","UK","GBR","826"
"Slutsk",,"46161","30,5000","59,7000",,"N",,,,,,"RU","RS","RUS","643"
"Snainton",,"47050","0,0000","54,2000",,"N",,,,,,"GB","UK","GBR","826"
"Sodankyla",,"SO166","26,6000","67,4000",,"N",,"FINLAND",,,,"FI","FI","FIN","246"
"Sofia",,"SQ143","23,4000","42,7000",,"N",,"BULGARIA",,,,"BG","BU","BGR","100"
"Sondrestrom",67,"SMJ67","-50,9448","66,9856",,"Y",,"USA",,,,"GL","GL","GRL","304"
"South Georgia",,"SGA5M","-36,5000","-54,3000",,"N",,"UK",,,,"GS","SX","SGS","239"
"South Hedland",,"SH42_","118,6000","-20,4000",,"N",,,,,,"AU","AS","AUS","036"
"South Pole",,"PO09_","0,0000","-90,0000",,"N",,"USA",,,,"AQ","AY","ATA","010"
"South Uist",,"UI057","-7,3000","57,4000",,"N",,"UK",,,,"GB","UK","GBR","826"
"Soya Ship",,"XD","0,0000","-60,0000",,"N",,,,,,,,,
"St James",,"JM","0,0000","0,0000",,"N",,,,,,,,,
"St Johns",,"SJJ47","-52,7000","47,6000",,"N",,"CANADA",,,,"CA","CA","CAN","124"
"St Peter-ording",,"PE054","9,3000","54,0000",,"N",,"GERMANY",,,,"DE","GM","DEU","276"
"Stanford",,"ST837","-122,2000","37,4000",,"N",,"USA",,"SAN FRANCISCO",,"US","US","USA","840"
"Svalbard",,"SB079","11,9000","78,9000",,"N",,,,,,"SJ","SV","SJM","744"
"Sverdlovsk",,"SV256","58,6000","56,4000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Swan River",,"48952","-101,2000","52,1000",,"N",,,,,,"CA","CA","CAN","124"
"Syowa Base",,"SW16R","39,6000","-69,0000",,"N",,"JAPAN",,,,"AQ","AY","ATA","010"
"Tahiti",,"TT71P","-149,3000","-17,7000",,"N",,"FRANCE",,"TARAVAO",,"PF","FP","PYF","258"
"Taipei",,"TP424","121,5000","25,0000",,"N",,"TAIWAN",,"CHUNG-LI"," FORMOSA","TW","TW","TWN","158"
"Talara",,"TA90M","-81,3000","-4,6000",,"N",,"PERU",,,,"PE","PE","PER","604"
"Tamanrasset",,"TN022","5,5000","22,8000",,"N",,"ALGERIA",,,,"DZ","AG","DZA","012"
"Tananarive",,"IV21Q","47,5000","-18,8000",,"N",,"MALAGASY REP.",,"IVATO",,"MG"," MA","MDG","450"
"Tangerang",,"TJ40O","106,6000","-6,2000",,"N",,,,,,"ID","ID","IDN","360"
"Tashkent",,"TQ241","69,6000","41,3000",,"N",,"USSR",,,,"UZ","UZ","UZB","860"
"Tbilisi",,"TB142","44,8000","41,7000",,"N",,"USSR",,,,"GE","GG","GEO","268"
"Tehran",,"TE236","51,4000","35,7000",,"N",,"IRAN",,,,"IR","IR","IRN","364"
"Tennant Creek",,"TD42M","134,2000","-19,6000",,"N",,"AUSTRALIA",,,,"AU","AS","AUS","036"
"Terra Nova",,"TL57N","164,1000","-74,7000",,"N",,,,,,"AQ","AY","ATA","010"
"Terre Adelie",,"DU56O","140,0000","-66,7000",,"N",,"FRANCE",,"DUMOPNT D'URVILLE",,"AQ","AY","ATA","010"
"The Pas",,"49954","-101,0000","54,0000",,"N",,,,,,"CA","CA","CAN","124"
"Thule/Camp Tuto",,"THJ76","-69,2000","77,5000",,"N",,"DENMARK",,,,"GL","GL","GRL","304"
"Thule/Qaanaaq",69,"THJ77","-68,7000","76,4000",,"Y",,"USA",,"QAANAAQ",,"GL","GL","GRL","304"
"Thumba",,"TC309","76,9000","8,6000",,"N",,"INDIA",,,,"IN","IN","IND","356"
"Tiksi Bay",,"TX471","128,9000","71,6000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Tiruchirapalli",,"TI311","78,7000","10,8000",,"N",,"INDIA",,,,"IN","IN","IND","356"
"Togo (dapango)",,"TG011","0,7000","10,8000",,"N",,"C. AFRICA",,,,"TG","TO","TGO","768"
"Tomsk",70,"TK356","84,9000","56,5000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Torino",,"TF043","7,6000","45,1000",,"N",,,,,,"IT","IT","ITA","380"
"Tortosa",35,"EB040","0,3000","40,4000",,"Y",,"SPAIN",,"DEL'EBRE",,"ES","SP","ESP","724"
"Townsville",73,"TV51R","146,7000","-19,3000",,"Y",,"AUSTRALIA",,,,"AU","AS","AUS","036"
"Toyohara",,"50546","142,8000","46,9000",,"N",,,,,,"RU","RS","RUS","643"
"Trelew",,"TWJ4L","-65,3000","-43,2000",,"N",,"ARGENTINA",,,,"AR","AR","ARG","032"
"Trinidad",,"51J10","-61,6000","10,7000",,"N",,,,"WALLER FIELD",,"TT","TD","TTO","780"
"Trivandrum",,"TM308","77,0000","8,5000",,"N",,"INDIA",,,,"IN","IN","IND","356"
"Tromso DPS-4",71,"TR169","19,0000","69,7000",,"Y",,"NORWAY",,,,"NO","NO","NOR","578"
"Tromso EISCAT Dynasonde",72,"TR170","19,0000","69,7000",,"N",,,,,,,,,
"Tsitsihar",,"52447","123,9000","47,3000",,"N",,,,,,"CN","CH","CHN","156"
"Tsumeb",,"TS11R","17,7000","-19,2000",,"N",,,,,,"NA","WA","NAM","516"
"Tucuman",,"TUJ2O","-65,4000","-26,9000",,"N",,"ARGENTINA",,,,"AR","AR","ARG","032"
"Tunguska",,"TZ362","90,0000","61,6000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Uppsala",,"UP158","17,6000","59,8000",,"N",,"SWEDEN",,,,"SE","SW","SWE","752"
"Ushuaia",,"UAJ5M","-68,3000","-54,8000",,"N",,"ARGENTINA",,,,"AR","AR","ARG","032"
"Vanimo",74,"VA50L","141,3000","-2,7000",,"N",,"AUSTRALIA",,,,"PG","PP","PNG","598"
"Victoria",,"VI848","-123,4000","48,4000",,"N",,"CANADA",,,,"CA","CA","CAN","124"
"Victoria Beach",,"53951","-96,1000","50,8000",,"N",,,,,,"CA","CA","CAN","124"
"Vostok",,"VO47P","106,9000","-78,4000",,"N",,"USSR",,,,"AQ","AY","ATA","010"
"Wakkanai",,"WK545","141,7000","45,4000",,"N",,"JAPAN",,,,"JP","JA","JPN","392"
"Wallops Is DISS",85,"WP937","-75,4717","37,9353",,"Y",,"USA",,,,"US","US","USA","840"
"Wallops Is VIPR",84,"WI937","-75,4785","37,9369",,"Y",,"USA",,,,"US","US","USA","840"
"Washington",,"WA938","-77,1000","38,7000",,"N",,"USA",,,,"US","US","USA","840"
"Watheroo",,"WT43_","115,9000","-30,3000",,"N",,"AUSTRALIA",,,,"AU","AS","AUS","036"
"Wellen",,"WE667","-169,8000","66,6000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"White Sands",,"WS832","-106,5000","32,3000",,"N",,"USA",,,,"US","US","USA","840"
"Wilkes",,"WL46O","110,5000","-66,9000",,"N",,"AUSTRALIA",,,,"AQ","AY","ATA","010"
"Winnipeg",,"WI949","-94,4000","49,8000",,"N",,"CANADA",,"KENORA",,"CA","CA","CAN","124"
"Woomera",,"WO53J","136,3000","-31,0000",,"N",,,,,,"AU","AS","AUS","036"
"Wuchang",,"54430","114,4000","30,6000",,"N",,"CHINA",,,,"CN","CH","CHN","156"
"Wuhan",,"WU430","114,3000","30,5000",,"N",,"CHINA",,,,"CN","CH","CHN","156"
"Wulumuqi",,"WM344","87,6000","43,7000",,"N",,,,,,"CN","CH","CHN","156"
"Wyndham Wa",,"WY41N","128,1000","-15,4000",,"N",,,,,,"AU","AS","AUS","036"
"Xinxiang",,"XI434","113,9000","35,3000",,"N",,,,,,"CN","CH","CHN","156"
"Yakutsk",,"YA462","129,6000","62,0000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Yamagawa",,"YG431","130,6000","31,2000",,"N",,"JAPAN",,,,"JP","JA","JPN","392"
"Yellowknife",,"YE862","-114,4000","62,4000",,"N",,"CANADA",,,,"CA","CA","CAN","124"
"Yuzhno Sakhalins",,"SA547","143,0000","47,0000",,"N",,"USSR",,,,"RU","RS","RUS","643"
"Zarya Ship",,"XF","0,0000","0,0000",,"N",,,,,,,,,
"Zhong-shan",,"ZS36R","76,2000","-69,2000",,"N",,,,,,"AQ","AY","ATA","010"
